ZCTA5CE,CLASSFP,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
16929,B5,G6350,S,115701401,8927,+41.9677167,-077.1474606
16911,B5,G6350,S,57162044,228414,+41.6607615,-077.1482973
14858,B5,G6350,S,104412230,173750,+42.0362927,-077.1340522
17829,B5,G6350,S,2630180,2171,+40.8987755,-077.1564968
15419,B5,G6350,S,4196217,0,+40.0552259,-079.8937100
15333,B5,G6350,S,37331091,0,+40.0277345,-080.0132043
15067,B5,G6350,S,4359142,56,+40.2096309,-079.9606475
15434,B5,G6350,S,604687,0,+40.0813271,-079.8815269
15361,B5,G6350,S,100710,0,+40.3279708,-080.2584141
18437,B5,G6350,S,39808020,1291951,+41.8284532,-075.2903299
18455,B5,G6350,S,12147881,410843,+41.8930006,-075.3591925
15689,B5,G6350,S,1174804,0,+40.2235556,-079.4921059
15644,B5,G6350,S,53958286,0,+40.3478718,-079.6099428
15636,B5,G6350,S,7605232,0,+40.3665128,-079.6576113
15633,B5,G6350,S,5797224,0,+40.3621021,-079.5167477
15671,B5,G6350,S,10640205,0,+40.3565600,-079.3202757
15661,B5,G6350,S,2070955,0,+40.3186071,-079.3516764
15779,B5,G6350,S,23305288,0,+40.3998843,-079.2190556
15662,B5,G6350,S,2888564,0,+40.3383583,-079.4763330
18629,B5,G6350,S,185321686,866035,+41.5175931,-076.1412999
17363,B5,G6350,S,96072667,0,+39.7684760,-076.5854488
17404,B5,G6350,S,119206233,360809,+39.9656450,-076.7893401
17407,B5,G6350,S,4661442,616009,+39.8824837,-076.7187549
17314,B5,G6350,S,93604074,80780,+39.7565853,-076.3352064
17355,B5,G6350,S,1065336,0,+39.7593170,-076.6935147
17342,B5,G6350,S,851717,0,+39.8453597,-076.7087205
