NCESSCH,USER_ID,TreatmentFlag,FIDELmid,EFFmeanMID,EFFmeanFINAL,FINAL_a,FINAL_b,FINAL_c,MID_a,MID_b,MID_c,REG_a,REG_b,REG_c,CollabDialogueFinal,CollabDialogueMid,FidelMax,REG_Gender,REG_AgeRange,REG_Exper,REG_GPA,ZPR_1,ZEFFmeanFINAL,cc
420519001040,Reb,0,2.90909090909091,3.25,3.5,4,3,3.5,3.75,3,3, , , ,1.9,3,4.66666666666667,2,1,1,3.7,-.213880061836216,-.232981148894243,1
420519001040,Meg,0,4.18181818181818,3,3.83333333333333,4,3.5,4,3,3,3, , , ,1.1,2,4.75,2,2,1,4,-.855520247344866,.569123105010323,1
420501001694,Jes,0,3.72727272727273,3.16666666666667,3.33333333333333,3.5,3.5,3,3.25,3.25,3, , , ,3.1,3.3,3.08333333333333,2,1,2,3.4,-.427760123672433,-.634033275846526,1
420501001694,239,1,4.18181818181818,2.33333333333333,3.08333333333333,3.5,3.25,2.5,2.5,2.25,2.25,2.5,2.25,3,2.6,3.2,4.41666666666667,1,1,2,3.57,-2.5665607420346,-1.23561146627495,1
420501001694,318,1,4.63636363636364,2.75,4,4,4,4,3.75,2.5,2,3,3.25,3.25,1,1,4.66666666666667,2,1,2,3.4,-1.49716043285352,.970175231962605,1
420501001694,335,1,2.81818181818182,2.91666666666667,3,3,3,3,3,2.75,3,3,3,3,2,3.2,3.16666666666667,1,1,2,3.5,-1.06940030918108,-1.43613752975109,1
420501001694,517,1,5,3.16666666666667,3.41666666666667,3.75,3.25,3.25,3.25,3.25,3,2.75,2.75,2.75,1.2,2,4.58333333333333,2,2,2,3.9,-.427760123672433,-.433507212370385,1
420501001692,226,1,4.09090909090909,2.5,3.16666666666667,3.25,3.25,3,2.5,2.25,2.75,2.75,2.25,2.75,2.7,2.5,3.83333333333333,2,1,1,3.99,-2.13880061836217,-1.03508540279881,1
420501001692,411,1,3.72727272727273,3.5,4,4,4,4,3.5,4,3,3.5,3.25,2.75,1,1.6,4.83333333333333,2,1,1,3.4,.427760123672433,.970175231962605,1
420501001691,495,1,3.90909090909091,3.41666666666667,4,4,4,4,3.75,3.25,3.25,3.25,3.25,3.5,2,3.6,4.83333333333333,2,1,1,3.6,.213880061836217,.970175231962605,1
420501001689,319,1,5,3.5,3.66666666666667,4,3.25,3.75,4,3,3.5,3.25,3,3,1.7,2.2,4.75,2,1,1,3.96,.427760123672433,.168070978058039,1
420501001686,225,1,4.54545454545455,3.16666666666667,3.41666666666667,3.5,3.5,3.25,2.75,3.25,3.5,3.5,3,3.75,2.1,1.9,4.75,2,1,2,3.8,-.427760123672433,-.433507212370385,1
420501001683,329,1,4.81818181818182,3.41666666666667,3.33333333333333,3.5,3.25,3.25,4,2.75,3.5,3.75,3,3.75,1.4,2.1,4.91666666666667,2,1,1,3.8,.213880061836217,-.634033275846526,1
420501001683,328,1,4.90909090909091,3.66666666666667,3.91666666666667,3.75,4,4,3.75,4,3.25,3.75,3,3.5,1,1.9,4.75,2,1,1,3.6,.855520247344866,.769649168486463,1
420501001683,399,1,4.18181818181818,2.66666666666667,3.25,2.75,3.5,3.5,3,2.25,2.75,3.5,3.25,3,2,2,4.83333333333333,2,1,1,3.8,-1.71104049468973,-.834559339322667,1
420501001683,398,1,4.90909090909091,3.66666666666667,3.75,3.5,4,3.75,3.75,3.75,3.5,3.5,3.75,3.75,1,2.1,5,2,2,3,3.6,.855520247344866,.368597041534181,1
420486001682,561,1,4.90909090909091,3.91666666666667,4,4,4,4,3.75,4,4,3.25,3,3.5,1,1.3,5,2,2,1,3.5,1.49716043285352,.970175231962605,1
420423001027,Dia,0,5,4,4,4,4,4,4,4,4, , , ,1.1,1.6,5,2,2,2,4,1.71104049468973,.970175231962605,1
420333006788,Des,0,5,3.75,3.5,2.75,4,3.75,4,3.25,4, , , ,2.2,1.2,5,2,2,1,2.9,1.06940030918108,-.232981148894243,1
420333001008,Dan,0,5,3.5,4,4,4,4,3.5,3.5,3.5, , , ,1,1,5,2,1,1,3.8,.427760123672433,.970175231962605,1
420333001008,Mar,0,4.45454545454545,3.75,3.91666666666667,3.75,4,4,3.75,3.5,4, , , ,1.6,2,4.5,2,2,2,3.6,1.06940030918108,.769649168486463,1
420333001006,Col,0,4.90909090909091,3.25,3.58333333333333,3.75,3.5,3.5,3.5,3,3.25, , , ,2,2.3,5,2,2,2,3.4,-.213880061836216,-.0324550854181014,1
420083607370,Gab,0,4,3,3.08333333333333,3,3.5,2.75,3.25,3,2.75, , , ,2.3,1.8,4,2,2,1,3.6,-.855520247344866,-1.23561146627495,1
420081306909,292,1,3.45454545454545,3.5,4,4,4,4,3.75,3.75,3,3,3.75,3,2.5,3.2,4.41666666666667,2,4,1,4,.427760123672433,.970175231962605,1
420006100503,Pau,0,1.81818181818182,3.41666666666667,4,4,4,4,4,3.25,3, , , ,2,2,4.66666666666667,1,2,1,3.8,.213880061836217,.970175231962605,1
341287001636,Jac,0,4.36363636363636,3.5,3.91666666666667,4,3.75,4,3.25,3.75,3.5, , , ,1.2,2.8,5,2,3,3,2.8,.427760123672433,.769649168486463,1
01191681,Chr,0,5,4,4,4,4,4,4,4,4, , , ,3.1,2.7,3.58333333333333,2,4,3,3.5,1.71104049468973,.970175231962605,1
01185984,Dom,0,5,3.91666666666667,4,4,4,4,4,4,3.75, , , ,1.5,1.5,4.58333333333333,2,2,1,3.5,1.49716043285352,.970175231962605,1
01184663,Lin,0,4.72727272727273,4,3.91666666666667,4,4,3.75,4,4,4, , , ,1.9,2,4.33333333333333,2,4,4,3.7,1.71104049468973,.769649168486463,1
 ,Kim,0,5,3.08333333333333,3.91666666666667,4,3.75,4,3,3,3.25, , , ,1.4,1.7,5,2,1,3,3.9,-.641640185508649,.769649168486463,1
